,sr_no,title,no_of_rows,no_of_columns,no_of_numerical_columns,no_of_string_columns,column_types,percent_unique_values_total,percent_unique_values_numeric,percent_unique_values_string,percent_null_values_total,percent_null_values_numeric,percent_null_values_string,unique_values,null_values,column_headers,modified_date,available_formats
695,695,Economic Prosperity SSS Updated,6,3,2,1,"['N', 'S', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[6, 6, 6]","[0, 0, 0]",['Year' 'Date' 'Two Adults + One Preschooler + One Schoolage'],"February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
696,696,Ability To Speak English By Age,5,4,3,1,"['S', 'N', 'N', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[5, 5, 5, 5]","[0, 0, 0, 0]",['Age' 'Well' 'Not Well' 'Not At All'],"February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
697,697,Capitol Complex Renewable Energy Sources - Cumulative Total,2,3,2,1,"['S', 'N', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[2, 2, 2]","[0, 0, 0]",['Type' 'Kilowatt Hours' 'Carbon Dioxide Equivalent'],"May 8, 2019","['CSV', 'XML', 'JSON', 'RDF']"
698,698,FY18 PMMR Agency Resources,200,12,8,4,"['S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'S']",66.20833333333334,95.0625,8.5,14.666666666666666,0.5625,42.875,"[45, 15, 191, 193, 193, 191, 194, 190, 184, 185, 2, 6]","[0, 0, 3, 3, 0, 0, 0, 1, 1, 1, 157, 186]","['Agency' 'Resource Indicators' 'FY15 Actual' 'FY16 Actual' 'FY17 Actual'
 'FY18 Plan (As presented in FY17 MMR)'
 'FY18 Updated Plan (Feb. 2018 Financial Plan)'
 'FY19 Plan (Feb. 2018 Financial Plan)' 'FY17 4-Month Actual'
 'FY18 4-Month Actual' 'Includes all Funds' 'Notes']","February 22, 2019","['CSV', 'RDF', 'JSON', 'XML']"
699,699,A -- $$ By Biennium,7,2,1,1,"['S', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[7, 7]","[0, 0]",['Biennium' 'All'],"February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
700,700,Content Config Spending Mont,2,2,0,2,"['S', 'S']",100.0,0.0,100.0,0.0,0.0,0.0,"[2, 2]","[0, 0]",['Name' 'Value'],"February 8, 2018","['CSV', 'RDF', 'JSON', 'XML']"
701,701,CIP DataSet for Budget Montgomery,9549,9,3,6,"['N', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N']",5.443269219580875,12.297971864418612,2.0159178971620064,0.0,0.0,0.0,"[9, 14, 36, 516, 508, 79, 2, 1749, 1765]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['fiscal_year' 'Service' 'Category' 'Project' 'project_id' 'Fund'
 'fund_type' 'Recommended' 'approved_amt']","February 8, 2018","['CSV', 'RDF', 'JSON', 'XML']"
702,702,Kenmore Parcels,7330,6,3,3,"['S', 'N', 'S', 'S', 'N', 'N']",69.96361982719418,67.70804911323329,72.21919054115506,0.0,0.0,0.0,"[7329, 238, 1383, 7169, 7325, 7326]","[0, 0, 0, 0, 0, 0]",['the_geom' 'MAJOR' 'MINOR' 'PIN' 'Shape_area' 'Shape_len'],"February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
703,703,2016 Adopted Budget Dollars,723,7,4,3,"['S', 'S', 'S', 'N', 'N', 'N', 'N']",57.735625370480136,66.70124481327801,45.78146611341632,0.3951788184153329,0.6915629322268326,0.0,"[55, 330, 608, 446, 486, 470, 527]","[0, 0, 0, 3, 6, 6, 5]","['DeptCode' 'BCLName' 'ProgramName' '2015 Actual' '2015 Adopted'
 '2016 Endorsed' '2016 Adopted']","May 21, 2019","['CSV', 'RDF', 'JSON', 'XML']"
704,704,Professional Services Awards,3505,45,1,44,"['S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",16.32715168806467,63.70898716119828,15.250291790947996,48.06023141543827,0.0,49.152509402152766,"[13, 3376, 1241, 1221, 2233, 364, 475, 27, 3, 545, 466, 539, 1253, 1260, 1256, 522, 416, 277, 225, 177, 164, 163, 451, 510, 528, 131, 55, 25, 7, 3, 3, 3, 551, 630, 672, 202, 93, 27, 8, 3, 3, 3, 3209, 2056, 363]","[0, 0, 0, 0, 0, 3055, 2, 0, 0, 0, 0, 0, 24, 89, 151, 2453, 2652, 2967, 3045, 3114, 3168, 3212, 32, 32, 33, 2997, 3334, 3431, 3498, 3502, 3502, 3502, 58, 68, 70, 2402, 3213, 3441, 3492, 3502, 3502, 3502, 280, 1416, 3062]","['category' 'services' 'awardee' 'contractdate' 'awardamount'
 'commentsammount' 'official' 'agency' 'relationship' 'contact' 'phone'
 'email' 'name1' 'name2' 'name3' 'name4' 'name5' 'name6' 'name7' 'name8'
 'name9' 'name10' 'review1' 'review2' 'review3' 'review4' 'review5'
 'review6' 'review7' 'review8' 'review9' 'review10' 'selection1'
 'selection2' 'selection3' 'selection4' 'selection5' 'selection6'
 'selection7' 'selection8' 'selection9' 'selection10' 'postingdate'
 'modifieddate' 'modifiedreason']","February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
705,705,Unemployment Insurance Benefits,8,3,3,0,"['N', 'N', 'N']",58.333333333333336,58.333333333333336,0.0,0.0,0.0,0.0,"[8, 4, 2]","[0, 0, 0]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
706,706,Annual 2015 Water Quality Index Data,80,15,11,4,"['N', 'S', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'S']",81.16666666666667,83.06818181818181,75.9375,0.0,0.0,0.0,"[80, 80, 80, 80, 75, 52, 64, 76, 75, 70, 75, 80, 3, 4, 80]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ID' 'STATION' 'STATION NAME' 'OVERALLWQI 2015' 'WQIFC' 'WQIOXY' 'WQIPH'
 'WQITSS' 'WQITEMP' 'WQITPN' 'WQITP' 'WQITURB' 'CORE' 'CAT' 'Location 1']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
707,707,FY18 PMMR Services and Goals,245,6,1,5,"['N', 'S', 'S', 'S', 'S', 'S']",36.25850340136054,21.224489795918366,39.265306122448976,2.585034013605442,9.387755102040817,1.2244897959183674,"[52, 47, 47, 126, 20, 241]","[23, 0, 0, 5, 5, 5]",['Agency Code' 'Agency' 'Agency Name' 'Service' 'Goal' 'Goal Description'],"February 22, 2019","['CSV', 'RDF', 'JSON', 'XML']"
708,708,Contracts: State Agency: Oregon Judicial Department: Fiscal Year 2013,311,12,4,8,"['S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'S', 'N', 'N', 'N']",51.17899249732047,53.456591639871384,50.040192926045016,8.333333333333332,24.919614147909968,0.04019292604501608,"[311, 307, 8, 104, 98, 66, 94, 152, 171, 296, 6, 297]","[0, 0, 0, 0, 0, 2, 0, 0, 1, 1, 306, 1]","['Award Number' 'Award Title' '*Award Type' 'Company Name'
 'Company Address' 'Zip Code' 'Company Phone'
 'Contract Effective Date                                                              '
 'Contract Expiration Date                                                            '
 'Original Contract Value' 'Total Amendment Value'
 'Total Contract Value With Amendments']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
709,709,2016 Adopted Budget Sidebar Information,110,16,2,14,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'N', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",31.19318181818182,40.45454545454545,29.87012987012987,47.38636363636364,59.09090909090909,45.714285714285715,"[59, 93, 37, 38, 2, 2, 2, 54, 35, 38, 21, 42, 57, 10, 57, 2]","[0, 18, 18, 18, 54, 54, 54, 57, 73, 57, 57, 56, 54, 101, 54, 109]","['DEPT CODE' 'Department or Fund Name'
 'Adopted Budget - Executive Overview'
 'Proposed Budget - Executive Overview' 'City Budget Book'
 'Capital Budget Book' 'City Financial Plans' '2016 Proposed Budget'
 '2016 Proposed FTE' 'Department Director Name' 'Department Director Title'
 'Department Website' 'Department Budget Book'
 'Department Capital Budget Book' 'Department or Fund Description' '(none)']","May 21, 2019","['CSV', 'RDF', 'JSON', 'XML']"
710,710,UNEMPLOYMENT RATE - KAUAI County - Annual - Not Seasonally Adjusted,24,6,4,2,"['S', 'S', 'N', 'N', 'N', 'N']",82.63888888888889,95.83333333333334,56.25,13.194444444444445,0.0,39.58333333333333,"[24, 3, 23, 23, 22, 24]","[0, 19, 0, 0, 0, 0]","['Year' 'Notes' 'Civilian Labor Force ' 'Employed' 'Unemployed'
 'Unemployment Rate']","February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
711,711,Service Regions,5,5,3,2,"['S', 'N', 'S', 'N', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[5, 5, 5, 5, 5]","[0, 0, 0, 0, 0]",['the_geom' 'OBJECTID' 'NAME' 'SHAPE_AREA' 'SHAPE_LEN'],"February 8, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
712,712,"Office of the President -- Commission on Women's Issues--2011 Summary of Activity, by Month",7,2,1,1,"['S', 'N']",71.42857142857143,42.857142857142854,100.0,0.0,0.0,0.0,"[7, 3]","[0, 0]",['Month' 'Outreach & Workshops'],"February 8, 2018","['CSV', 'RDF', 'JSON', 'XML']"
713,713,2015 Kaizen Goals and Measures,186,9,3,6,"['S', 'S', 'S', 'S', 'N', 'N', 'S', 'N', 'S']",46.0573476702509,43.01075268817204,47.58064516129033,0.0,0.0,0.0,"[29, 103, 152, 179, 91, 93, 49, 56, 19]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['Agency Name' 'Project Event/Name' 'Brief Description/Overall Goal'
 'Measure/KPI' 'Baseline Value' 'Current Value' 'Current Date' 'Goal Value'
 'Measurement Unit']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
714,714,Salaries: ESD: Inter Mountain: Fiscal Year 2014,440,6,2,4,"['N', 'S', 'S', 'S', 'S', 'N']",18.257575757575758,40.56818181818182,7.1022727272727275,0.0,0.0,0.0,"[1, 1, 112, 10, 2, 356]","[0, 0, 0, 0, 0, 0]","['ESD #' 'ESD NAME' 'CLASSIFICATION' 'SERVICE TYPE' 'FULL/PART TIME'
 'ANNUAL SALARY']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
715,715,Property Leased by the City of Austin through the Office of Real Estate Services,32,4,0,4,"['S', 'S', 'S', 'S']",88.28125,0.0,88.28125,12.5,0.0,12.5,"[31, 28, 23, 31]","[1, 3, 10, 2]",['the_geom' 'Match_addr' 'ADD2' 'Square_fee'],"February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
716,716,High Value Target Prosecutions,7,3,3,0,"['N', 'N', 'N']",61.904761904761905,61.904761904761905,0.0,47.61904761904761,47.61904761904761,0.0,"[7, 4, 2]","[0, 4, 6]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
717,717,BLS License list (merged),425,15,0,15,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']",43.67058823529412,0.0,43.67058823529412,10.431372549019608,0.0,10.431372549019608,"[21, 9, 422, 422, 312, 261, 170, 209, 206, 161, 125, 294, 10, 7, 155]","[0, 369, 0, 0, 0, 5, 8, 22, 10, 7, 58, 1, 4, 2, 179]","['Agency' 'Program' 'What is the license name & category? '
 'What is the purpose of the license?'
 'Where is the application available?'
 'What are the fees associated with this license?'
 'What is the process for submitting the application?'
 'Are there inspections, background checks, or other additional requirements involved?'
 'What is the average time between application and license issuance?'
 'Does this license need to be renewed? How often? '
 'What are the penalties for late renewal?'
 'What RCWs and WACs govern this license?'
 'Is this license available through Business Licensing Service (BLS)'
 'Is the license listed on the Office of Regulatory Assistance website?'
 'Share related online resources and comments']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
718,718,Medical Examiner--2009 Deaths Attributable to Work Injuries,3,3,2,1,"['S', 'N', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[3, 3, 3]","[0, 0, 0]",['WORK INJ STATUS' 'COUNT   ' 'PERCENT '],"February 8, 2018","['CSV', 'RDF', 'JSON', 'XML']"
719,719,Unintentional Prescription Drug Deaths,7,3,3,0,"['N', 'N', 'N']",57.14285714285714,57.14285714285714,0.0,0.0,0.0,0.0,"[7, 3, 2]","[0, 0, 0]",['Years' 'Historical Data' 'Target'],"May 8, 2019","['CSV', 'CSV']"
720,720,Spring-Main Pilot Parking Meter Policies,46,7,1,6,"['S', 'S', 'N', 'S', 'S', 'S', 'S']",30.434782608695656,8.695652173913043,34.05797101449276,24.84472049689441,0.0,28.985507246376812,"[46, 32, 4, 4, 6, 3, 3]","[0, 0, 0, 20, 0, 42, 18]","['the_geom' 'meterArea' 'timeLimit' 'peakHour' 'meterHours' 'passLoad'
 'noParking']","February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
721,721,"ARRA Grant Expenditures As Of COB May 31, 2017",13119,4,1,3,"['S', 'S', 'S', 'N']",34.24803719795716,85.30375790837716,17.22946362781716,0.017150697461696778,0.0,0.0228675966155957,"[19, 73, 6689, 11191]","[0, 0, 9, 0]",[' Agency Name' 'Program Name' 'Vendor Name' 'Payments Total'],"April 3, 2019","['CSV', 'RDF', 'JSON', 'XML']"
722,722,Final Harvest -- ESA Compliance 01042013,22,4,1,3,"['S', 'S', 'N', 'S']",44.31818181818182,72.72727272727273,34.84848484848485,0.0,0.0,0.0,"[11, 2, 16, 10]","[0, 0, 0, 0]",['ESU' 'Category' '% of Years' 'Number of Years'],"February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
723,723,Contracts: OUS: Captial Construction Retainer Program: CRS Amendments: FY2013,68,10,1,9,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S']",53.23529411764706,80.88235294117648,50.16339869281046,1.3235294117647058,0.0,1.4705882352941175,"[68, 57, 6, 42, 7, 3, 53, 55, 3, 68]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 1]","['Supplement Number' 'Project' 'Organization' 'Contractor' 'MWESB'
 'Retainer Period' 'Issue Date' ' Price ' 'Compensation Method'
 'Amendments']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
724,724,"Summary of Expired Contracts - As of June 30, 2014",8758,14,3,11,"['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'N', 'S', 'S', 'N', 'N', 'S']",24.430724562033078,27.091421176828806,23.705080030725156,0.7870355267021173,3.1628225622288197,0.1390936079221076,"[265, 265, 96, 8758, 4350, 17, 3151, 3429, 930, 1414, 356, 2819, 3369, 736]","[0, 0, 0, 0, 0, 0, 0, 67, 831, 0, 0, 0, 0, 67]","['Issued For Agency Number' 'Issued For Agency Name'
 'Issued By Agency Name' 'Award Number w/Amendments' 'Award Title'
 'Award Type' 'Contractor Information' 'Street Address' 'Zip Code'
 'Original Start Date' 'Expiration Date' 'Original Award Value'
 'Total Award Value w/Amendments' 'Location 1']","May 1, 2019","['CSV', 'RDF', 'JSON', 'XML']"
725,725,SRR - MIddle Columbia River,1,5,3,2,"['S', 'N', 'S', 'N', 'N']",100.0,100.0,100.0,0.0,0.0,0.0,"[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]",['the_geom' 'OBJECTID' 'RECOV_REGI' 'Shape_STAr' 'Shape_STLe'],"February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
726,726,"Job Patterns For Minorities And Women In Private Industry, 2012 EEO-1 NAICS-2 Aggregate Report",24,1,0,1,['S'],20.833333333333336,0.0,20.833333333333336,83.33333333333334,0.0,83.33333333333334,[5],[20],[ 'NAC2_code;TOTAL_UNITS;TOTAL1;TOTAL2;TOTAL3;TOTAL4;TOTAL5;TOTAL6;TOTAL7;TOTAL8;TOTAL9;TOTAL10;TOTAL1_2;MT1;MT2;MT3;MT4;MT5;MT6;MT7;MT8;MT9;MT10;MT1_2;FT1;FT2;FT3;FT4;FT5;FT6;FT7;FT8;FT9;FT10;FT1_2;WHT1;WHT2;WHT3;WHT4;WHT5;WHT6;WHT7;WHT8;WHT9;WHT10;WHT1_2;WHM1;WHM2;WHM3;WHM4;WHM5;WHM6;WHM7;WHM8;WHM9;WHM10;WHM1_2;WHF1;WHF2;WHF3;WHF4;WHF5;WHF6;WHF7;WHF8;WHF9;WHF10;WHF1_2;BLKT1;BLKT2;BLKT3;BLKT4;BLKT5;BLKT6;BLKT7;BLKT8;BLKT9;BLKT10;BLKT1_2;BLKM1;BLKM2;BLKM3;BLKM4;BLKM5;BLKM6;BLKM7;BLKM8;BLKM9;BLKM10;BLKM1_2;BLKF1;BLKF2;BLKF3;BLKF4;BLKF5;BLKF6;BLKF7;BLKF8;BLKF9;BLKF10;BLKF1_2;HISPT1;HISPT2;HISPT3;HISPT4;HISPT5;HISPT6;HISPT7;HISPT8;HISPT9;HISPT10;HISPT1_2;HISPM1;HISPM2;HISPM3;HISPM4;HISPM5;HISPM6;HISPM7;HISPM8;HISPM9;HISPM10;HISPM1_2;HISPF1;HISPF2;HISPF3;HISPF4;HISPF5;HISPF6;HISPF7;HISPF8;HISPF9;HISPF10;HISPF1_2;ASIANT1;ASIANT2;ASIANT3;ASIANT4;ASIANT5;ASIANT6;ASIANT7;ASIANT8;ASIANT9;ASIANT10;ASIANT1_2;ASIANM1;ASIANM2;ASIANM3;ASIANM4;ASIANM5;ASIANM6;ASIANM7;ASIANM8;ASIANM9;ASIANM10;ASIANM1_2;ASIANF1;ASIANF2;ASIANF3;ASIANF4;ASIANF5;ASIANF6;ASIANF7;ASIANF8;ASIANF9;ASIANF10;ASIANF1_2;AIANT1;AIANT2;AIANT3;AIANT4;AIANT5;AIANT6;AIANT7;AIANT8;AIANT9;AIANT10;AIANT1_2;AIANM1;AIANM2;AIANM3;AIANM4;AIANM5;AIANM6;AIANM7;AIANM8;AIANM9;AIANM10;AIANM1_2;AIANF1;AIANF2;AIANF3;AIANF4;AIANF5;AIANF6;AIANF7;AIANF8;AIANF9;AIANF10;AIANF1_2;nhopiT1;nhopiT2;nhopiT3;nhopiT4;nhopiT5;nhopiT6;nhopiT7;nhopiT8;nhopiT9;nhopiT10;nhopiT1_2;NHOPIM1;NHOPIM2;NHOPIM3;NHOPIM4;NHOPIM5;NHOPIM6;NHOPIM7;NHOPIM8;NHOPIM9;NHOPIM10;NHOPIM1_2;NHOPIF1;NHOPIF2;NHOPIF3;NHOPIF4;NHOPIF5;NHOPIF6;NHOPIF7;NHOPIF8;NHOPIF9;NHOPIF10;NHOPIF1_2;tomrT1;tomrT2;tomrT3;tomrT4;tomrT5;tomrT6;tomrT7;tomrT8;tomrT9;tomrT10;tomrT1_2;TOMRM1;TOMRM2;TOMRM3;TOMRM4;TOMRM5;TOMRM6;TOMRM7;TOMRM8;TOMRM9;TOMRM10;TOMRM1_2;TOMRF1;TOMRF2;TOMRF3;TOMRF4;TOMRF5;TOMRF6;TOMRF7;TOMRF8;TOMRF9;TOMRF10;TOMRF1_2;MinT1;MinT2;MinT3;MinT4;MinT5;MinT6;MinT7;MinT8;MinT9;MinT10;MinT1_2;MinF1;MinF2;MinF3;MinF4;MinF5;MinF6;MinF7;MinF8;MinF9;MinF10;MinF1_2;MinM1;MinM2;MinM3;MinM4;MinM5;MinM6;MinM7;MinM8;MinM9;MinM10;MinM1_2;WHMp1;WHMp1_2;WHMp2;WHMp3;WHMp4;WHMp5;WHMp6;WHMp7;WHMp8;WHMp9;WHMp10;BLKMp1;BLKMp1_2;BLKMp2;BLKMp3;BLKMp4;BLKMp5;BLKMp6;BLKMp7;BLKMp8;BLKMp9;BLKMp10;HISPMp1;HISPMp1_2;HISPMp2;HISPMp3;HISPMp4;HISPMp5;HISPMp6;HISPMp7;HISPMp8;HISPMp9;HISPMp10;AIANMp1;AIANMp1_2;AIANMp2;AIANMp3;AIANMp4;AIANMp5;AIANMp6;AIANMp7;AIANMp8;AIANMp9;AIANMp10;nhopiMp1;nhopiMp1_2;nhopiMp2;nhopiMp3;nhopiMp4;nhopiMp5;nhopiMp6;nhopiMp7;nhopiMp8;nhopiMp9;nhopiMp10;asianMp1;asianMp1_2;asianMp2;asianMp3;asianMp4;asianMp5;asianMp6;asianMp7;asianMp8;asianMp9;asianMp10;tomrMp1;tomrMp1_2;tomrMp2;tomrMp3;tomrMp4;tomrMp5;tomrMp6;tomrMp7;tomrMp8;tomrMp9;tomrMp10;MinMp1;MinMp1_2;MinMp2;MinMp3;MinMp4;MinMp5;MinMp6;MinMp7;MinMp8;MinMp9;MinMp10;WHfp1;WHfp1_2;WHfp2;WHfp3;WHfp4;WHfp5;WHfp6;WHfp7;WHfp8;WHfp9;WHfp10;BLKfp1;BLKfp1_2;BLKfp2;BLKfp3;BLKfp4;BLKfp5;BLKfp6;BLKfp7;BLKfp8;BLKfp9;BLKfp10;HISPfp1;HISPfp1_2;HISPfp2;HISPfp3;HISPfp4;HISPfp5;HISPfp6;HISPfp7;HISPfp8;HISPfp9;HISPfp10;AIANfp1;AIANfp1_2;AIANfp2;AIANfp3;AIANfp4;AIANfp5;AIANfp6;AIANfp7;AIANfp8;AIANfp9;AIANfp10;nhopifp1;nhopifp1_2;nhopifp2;nhopifp3;nhopifp4;nhopifp5;nhopifp6;nhopifp7;nhopifp8;nhopifp9;nhopifp10;asianfp1;asianfp1_2;asianfp2;asianfp3;asianfp4;asianfp5;asianfp6;asianfp7;asianfp8;asianfp9;asianfp10;tomrfp1;tomrfp1_2;tomrfp2;tomrfp3;tomrfp4;tomrfp5;tomrfp6;tomrfp7;tomrfp8;tomrfp9;tomrfp10;MinFp1;MinFp1_2;MinFp2;MinFp3;MinFp4;MinFp5;MinFp6;MinFp7;MinFp8;MinFp9;MinFp10;WHtp1;WHtp1_2;WHtp2;WHtp3;WHtp4;WHtp5;WHtp6;WHtp7;WHtp8;WHtp9;WHtp10;BLKtp1;BLKtp1_2;BLKtp2;BLKtp3;BLKtp4;BLKtp5;BLKtp6;BLKtp7;BLKtp8;BLKtp9;BLKtp10;HISPtp1;HISPtp1_2;HISPtp2;HISPtp3;HISPtp4;HISPtp5;HISPtp6;HISPtp7;HISPtp8;HISPtp9;HISPtp10;AIANtp1;AIANtp1_2;AIANtp2;AIANtp3;AIANtp4;AIANtp5;AIANtp6;AIANtp7;AIANtp8;AIANtp9;AIANtp10;nhopitp1;nhopitp1_2;nhopitp2;nhopitp3;nhopitp4;nhopitp5;nhopitp6;nhopitp7;nhopitp8;nhopitp9;nhopitp10;asiantp1;asiantp1_2;asiantp2;asiantp3;asiantp4;asiantp5;asiantp6;asiantp7;asiantp8;asiantp9;asiantp10;tomrtp1;tomrtp1_2;tomrtp2;tomrtp3;tomrtp4;tomrtp5;tomrtp6;tomrtp7;tomrtp8;tomrtp9;tomrtp10;MinTp1;MinTp1_2;MinTp2;MinTp3;MinTp4;MinTp5;MinTp6;MinTp7;MinTp8;MinTp9;MinTp10;MTp1;MTp1_2;MTp2;MTp3;MTp4;MTp5;MTp6;MTp7;MTp8;MTp9;MTp10;FTp1;FTp1_2;FTp2;FTp3;FTp4;FTp5;FTp6;FTp7;FTp8;FTp9;FTp10;PTOTAL1;PTOTAL1_2;PTOTAL2;PTOTAL3;PTOTAL4;PTOTAL5;PTOTAL6;PTOTAL7;PTOTAL8;PTOTAL9;PTOTAL10;NAC2_Label;FIRMS;pctofst'],"September 1, 2017",['CSV']
727,727,Land Use,12021,4,2,2,"['S', 'S', 'N', 'N']",73.77298061725314,98.29049163963064,49.255469594875635,0.004159387738124948,0.0,0.008318775476249896,"[11816, 26, 11815, 11816]","[2, 0, 0, 0]",['the_geom' 'LU_2008' 'Shape_Leng' 'Shape_Area'],"February 3, 2018","['KML', 'KML', 'ZIP', 'ZIP', 'JSON', 'CSV']"
728,728,Missouri Counties,115,12,5,7,"['S', 'S', 'S', 'N', 'N', 'N', 'S', 'S', 'S', 'N', 'N', 'S']",92.02898550724638,100.0,86.33540372670807,0.07246376811594203,0.0,0.12422360248447205,"[115, 115, 5, 115, 115, 115, 115, 115, 115, 115, 115, 115]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['NAME' 'NAME2' 'REGION' 'CNTY_FIPS' 'FIPS' 'COUNTYGNIS' 'CNTY_SEAT'
 'GEOMETRY' 'CENTROID_LATLNG' 'CENTROID_LATITUDE' 'CENTROID_LONGITUDE'
 'LOCATION']","February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
729,729,Board of Review--2009 PINs,427089,9,8,1,"['N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S']",24.312809117849753,27.35170538225054,0.0016390026434771206,0.0,0.0,0.0,"[426798, 122, 44495, 103054, 114670, 44024, 94339, 107027, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",['PIN' 'CLASS' 'ALV' 'ABV' 'ATV' 'BORLV' 'BORBV' 'BORTV' 'TYPE'],"March 29, 2019","['CSV', 'RDF', 'JSON', 'XML']"
730,730,General Election 2012 Summary Results,255,22,18,4,"['N', 'S', 'N', 'S', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'S', 'N', 'S', 'N', 'N', 'N', 'N']",39.94652406417112,41.98257080610021,30.784313725490197,7.165775401069519,5.555555555555555,14.411764705882351,"[108, 108, 108, 2, 1, 104, 101, 108, 29, 16, 36, 1, 23, 21, 255, 199, 16, 5, 252, 243, 252, 253]","[0, 0, 0, 0, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 0]","['Contest ID' 'Contest Title' 'Contest Seq Nbr' 'Contest Type'
 'Contest Party' 'Absentee Mail Blank Votes' 'Absentee Walk-in Blank Votes'
 'Election Blank Votes' 'Absentee Mail Over Votes'
 'Absentee Walk-in Over Votes' 'Election Over Votes' 'Registered Voters'
 'Total Precincts' 'Counted Precincts' 'Candidate ID' 'Candidate Name'
 'Candidate Seq Nbr' 'Candidate Party' 'Absentee Mail Votes'
 'Absentee Walk-in Votes' 'Election Votes' 'Total Votes']","February 4, 2018","['CSV', 'RDF', 'JSON', 'XML']"
731,731,Allegheny County-Owned Bridges Centerlines,523,8,3,5,"['N', 'S', 'S', 'S', 'S', 'N', 'S', 'N']",65.2963671128107,77.75653282345442,57.82026768642447,0.07170172084130019,0.06373486297004462,0.07648183556405354,"[523, 18, 517, 512, 461, 174, 4, 523]","[0, 0, 0, 0, 1, 1, 1, 0]","['OBJECTID' 'SOURCE' 'BRIDGE_COD' 'BRBIDGE_NA' 'FACILITYID' 'SHAPE_Leng'
 'Bridge_Type' 'ShapeSTLength']","February 28, 2018","['HTML', 'BIN', 'application/vnd.geo+json', 'CSV', 'KML', 'ZIP', '1 more in dataset']"
732,732,Fish Passage Barriers Removed 12192012,86,3,2,1,"['S', 'N', 'N']",35.27131782945737,47.093023255813954,11.627906976744185,6.976744186046512,5.232558139534884,10.465116279069768,"[10, 14, 67]","[9, 9, 0]",['Region' 'Year' 'Barriers Removed'],"February 3, 2018","['CSV', 'RDF', 'JSON', 'XML']"
